index,Username,Date,id,Preference,Tweet
169,ladygaga,2020-08-20 22:23:06+00:00,1.2965735026196603e+18,1.0,When you want to be on stage performing for your fans but there’s a super-virus #VMAs https://t.co/IgjzSH3d4o
180,ladygaga,2020-08-05 17:01:23+00:00,1.2910567221659484e+18,1.0,"The shows are set to exclusive DJ mixes from @BloodPop, @burnsmusic, @Vitaclub, and @iamTchami!"
304,ladygaga,2020-04-20 01:53:44+00:00,1.2520528024713748e+18,0.0,"If you want to relive the music, you can click here to stream all of the performances ☺️ https://t.co/PA5AQuvWQK"
320,ladygaga,2020-04-07 03:09:45+00:00,1.2473608876373688e+18,1.0,#TogetherAtHome @WHO @GlblCtzn https://t.co/9nxv0J96JC https://t.co/3mXi6d5tbF
401,ladygaga,2019-11-20 23:35:19+00:00,1.1972973987934577e+18,0.0,I am overwhelmed with joy that our work on A Star Is Born continues to be recognized over a year after it was released. THANK U @RecordingAcad for the 3 Grammy nominations today!! 😭
411,ladygaga,2019-11-11 04:57:48+00:00,1.193754676237226e+18,1.0,#NewProfilePic https://t.co/GBnODYfVCF
412,ladygaga,2019-11-10 14:00:14+00:00,1.1935287982448148e+18,0.0,It’s 6am in Vegas. Mood. https://t.co/cy5D8m7Qvd
510,ladygaga,2019-01-16 22:57:27+00:00,1.0856724078791762e+18,1.0,Follow along with @momgerm and @BTWFoundation as they travel around Vegas visiting local nonprofits ❤ https://t.co/fyRYSO1ZsI
553,ladygaga,2018-11-12 19:04:44+00:00,1.0620586314394296e+18,1.0,".@realDonaldTrump I knew this before, but you continue to make it clear you care for no one other than yourself. Mr. President show some compassion for the people of California and set an example of kindness for this country. #BeKind #Kindness #CaliforniaFire"
569,ladygaga,2018-10-22 22:13:40+00:00,1.0544960330554696e+18,1.0,. @realDonaldTrump https://t.co/lpNquAZGdw
577,ladygaga,2018-10-11 00:22:17+00:00,1.0501797447365018e+18,0.0,#AStarIsBorn @spotify https://t.co/8VasVoh32w https://t.co/SLXcvePVGi
586,ladygaga,2018-10-05 23:30:37+00:00,1.0483548034060534e+18,0.0,#AStarIsBorn on @Spotify https://t.co/8VasVoyEr6
616,ladygaga,2018-09-01 23:13:24+00:00,1.0360292827185028e+18,1.0,#AStarIsBorn https://t.co/qAcDTL2rWc
618,ladygaga,2018-08-30 13:33:52+00:00,1.0351586623466168e+18,0.0,From our hearts to yours. The soundtrack to 'A Star Is Born.' https://t.co/rRbaji0jbW https://t.co/ZYtlq3cry6
649,ladygaga,2018-05-27 16:17:21+00:00,1.0007729590348554e+18,0.0,Happy Birthday to my manager and best friend @bobby_campbell love you to the moon and back. Thank you for taking such good care of me 💕 https://t.co/KKb54FYXPe
669,ladygaga,2018-04-11 02:24:25+00:00,9.838935040015892e+17,1.0,@tc_littles Fall down 9 times but I get up 10! @iamcardib SPEAK WOMAN.💕 https://t.co/KnqkjYGebb
741,ladygaga,2017-12-09 05:20:25+00:00,9.393640880601334e+17,1.0,What a night Dallas! @Verizon Up members get your stage side tickets for Oklahoma City tomorrow! Come sing with me 🎤 #VZup https://t.co/8aIUcL2Mzv
763,ladygaga,2017-11-21 23:24:29+00:00,9.331139205497404e+17,1.0,#NewProfilePic https://t.co/AV9xBe3dME
789,ladygaga,2017-11-05 21:56:47+00:00,9.2729364304359e+17,0.0,Prayers for #SanAntonio and all the families who are suffering the loss of loved ones. I’ll pray also for #GunControl
791,ladygaga,2017-11-05 19:44:02+00:00,9.272602370648024e+17,1.0,"From the plane to the tour bus #joanneworldtour let’s blast this #TornadoWatch out of the water #Indiana xoxo, Joanne https://t.co/DeJLyyvrwd"
836,ladygaga,2017-10-07 22:22:04+00:00,9.167907593778708e+17,0.0,This was the 1st time I ever played Sonja the song I wrote about and FOR her #GrigioGirls This was her last birthday https://t.co/oHSyDsl7a5
841,ladygaga,2017-10-04 06:45:36+00:00,9.154679262237286e+17,1.0,Red Latex Lady Paparazzi. 💥My first ever #SNL Happy 8 year anniversary @nbcsnl ❤️u Lorne !! Still is such an honor to be on this show. https://t.co/Amynsn0JS0
847,ladygaga,2017-10-02 15:22:30+00:00,9.148732291220604e+17,1.0,Prayers are important but @SpeakerRyan @realDonaldTrump blood is on the hands of those who have power to legislate. #GunControl act quickly. https://t.co/bXZQ7enuEp
852,ladygaga,2017-09-30 15:41:38+00:00,9.141532684937708e+17,1.0,Oh I see @realDonaldTrump you're not helping PR because of the electoral votes u need to be re-elected #Florida=29 #Texas=38 #PuertoRico=0
913,ladygaga,2017-09-01 16:39:13+00:00,9.036585122235228e+17,1.0,I'm so honored to be the 1st WOMAN EVER TO HEADLINE FENWAY PARK! 2 Sold Out Stadium shows starting tonight here we go! 🎤💋 https://t.co/chP5a3JqMm
939,ladygaga,2017-08-15 21:01:36+00:00,8.975639506608046e+17,0.0,"Do you think @realDonaldTrump @POTUS saying ""both sides are to blame"" in #Charlottesville makes him a racist supporter? Yes or no?"
985,ladygaga,2017-07-25 16:25:31+00:00,8.898843266529894e+17,0.0,@NicoSlaysYou so fun!! I'm so lucky this is my passion and also the passion of everyone around me. It's palpable in the room!
1002,KimKardashian,2021-04-30 21:54:03+00:00,1.388250318392152e+18,1.0,Shop looks from my closet through my eBay auctions! Bidding ends this Sunday! https://t.co/8C5VcUrL0Z https://t.co/VTDwgVcB9S
1011,KimKardashian,2021-04-28 19:11:06+00:00,1.3874845388010332e+18,1.0,extended holiday @lala https://t.co/dXHPF0uOKR
1018,KimKardashian,2021-04-26 16:00:44+00:00,1.3867118540897075e+18,0.0,"Drops Thursday, April 29 at 9AM PT. Available in 7 new styles, 4 colors, and sizes XXS-4X at https://t.co/Qsy51Sl2Sd https://t.co/kDhriTneAO"
1023,KimKardashian,2021-04-23 19:28:45+00:00,1.38567703799475e+18,0.0,💖🤍🖤 https://t.co/BO3QcWDApx
1090,KimKardashian,2021-04-16 00:40:38+00:00,1.382856425496572e+18,0.0,She’s has the biggest heart ever https://t.co/JbnzvoIslq
1100,KimKardashian,2021-04-16 00:10:22+00:00,1.3828488069921546e+18,0.0,Do you guys believe in aliens? 👽
1101,KimKardashian,2021-04-16 00:09:27+00:00,1.3828485788555346e+18,0.0,I love all of your eye looks you create!!! So cute 🌸 https://t.co/AiGRDZUoBt
1189,KimKardashian,2021-04-02 15:39:22+00:00,1.3780091671102423e+18,0.0,The Blue Lagoon https://t.co/ziN9DqcuJc
1243,KimKardashian,2021-03-26 00:02:48+00:00,1.375236758791684e+18,0.0,Kylie’s debut in @iamcardib’s WAP video 🔥🔥🔥 #KUWTK
1250,KimKardashian,2021-03-25 19:01:21+00:00,1.3751608975183217e+18,1.0,Kendall by @KKWFRAGRANCE is available now! I had so much fun creating these scents with @KendallJenner and feel so proud of what we’ve created in our first collaboration. I can’t wait for everyone to smell them! Shop #KKWxKendall now only at https://t.co/Av69ZYxOxe https://t.co/oP9vDS6OjU
1281,KimKardashian,2021-03-19 00:37:53+00:00,1.37270887391266e+18,0.0,@kadishalynn Thank you!
1333,KimKardashian,2021-03-01 20:14:39+00:00,1.3664820320382116e+18,1.0,"Blake Griffen (Pistons), Buddy Hield (Sac Kings), Trae Young (Atlanta Hawks) for using your voices to let the world know we need justice for Julius!!

Please go to https://t.co/BDluELZIbX and sign his petition supporting his clemency so we can save his life and bring him home"
1366,KimKardashian,2021-02-12 17:15:00+00:00,1.3602762281718252e+18,1.0,DROPS FEB 14: @SKIMS FITS EVERYBODY VALENTINE’S COLLECTION! Get ready for our hottest drop yet. This limited-edition capsule of sexy intimates is made from our beloved Fits Everybody material and comes in 2 bold new colors: Poppy and Cherry Blossom. https://t.co/oF7FZy96am
1374,KimKardashian,2021-02-07 19:46:04+00:00,1.358502308229841e+18,1.0,#SuperBowl https://t.co/09uVaH0FNO
1388,KimKardashian,2021-02-05 15:37:54+00:00,1.3577150778565632e+18,0.0,@DramaKing25 @AsyaKardashian Happy Birthday 💞
1392,KimKardashian,2021-02-05 15:36:13+00:00,1.3577146548485612e+18,1.0,Matte Honey 🍯 - this collection is everything!!!! I love a matte look and had to make this honey golden version but all matte! I’ve had so much fun playing with these brand new palettes. I love this collection and I can’t wait for you guys to try it! https://t.co/p86f1mVet8
1403,KimKardashian,2021-02-02 17:21:21+00:00,1.3566539477595177e+18,0.0,https://t.co/Ej7laz0UAT
1407,KimKardashian,2021-02-01 15:30:37+00:00,1.3562636960754196e+18,0.0,"Happy Birthday Stormi!!!! OMG Stormi ⛈ You are the smartest, sweetest, silliest girl I know! I can’t believe you are three years old! 😩Our babies are so big! Happy Birthday angel girl! https://t.co/K4JemD11l7"
1433,KimKardashian,2021-01-21 20:00:58+00:00,1.3523454637191537e+18,0.0,Shop all 6 #KKWHEARTS now at https://t.co/QKXPREOEhe https://t.co/l2GhGfRioq
1451,KimKardashian,2021-01-15 00:10:15+00:00,1.3498714837204992e+18,0.0,✨ https://t.co/BktbECdqYS
1474,KimKardashian,2020-12-26 04:02:57+00:00,1.3426822880694886e+18,1.0,It was perfect to dress up and celebrate w just the fam this year. I hope everyone had a healthy and happy holiday ❤️💚 https://t.co/uzbpbOK5Kr
1500,KimKardashian,2020-12-14 18:01:08+00:00,1.3385445685229773e+18,0.0,Just added some new items to my #KardashianKloset ✨ Check them out now https://t.co/ipcjzvu0o6
1530,KimKardashian,2020-12-09 21:37:57+00:00,1.336787190961959e+18,1.0,conservatives agree- Brandon Bernard should not be executed. https://t.co/54o1bpNRHc
1574,KimKardashian,2020-12-02 17:00:39+00:00,1.3341806920083128e+18,0.0,"12 Days of Christmas — @KKWBEAUTY Day 2: Buy one full size Skin Perfecting Body Shimmer, get one Deluxe Travel Size Skin Perfecting Body Shimmer free. Offer ends tonight at 11:59PM PT exclusively at https://t.co/YdtPjZPLiz #KKWBEAUTY https://t.co/ggXvBejuwa"
1627,KimKardashian,2020-11-17 20:18:50+00:00,1.3287947469622395e+18,1.0,"During the holidays, I love to have more fun with my looks, so our eyeshadow palette and the blush duos have both matte and shimmer shades in an array of versatile and complementary colors. https://t.co/HYA1BkuhuL"
1670,KimKardashian,2020-11-10 15:28:04+00:00,1.3261848584528325e+18,0.0,☀️ https://t.co/ChWVDd6xDX
1681,KimKardashian,2020-11-07 18:12:19+00:00,1.3251390321336238e+18,0.0,❤️🤍💙 https://t.co/6aDpQ2HdfV
1684,KimKardashian,2020-11-06 20:00:14+00:00,1.3248038018622792e+18,1.0,"NOW AVAILABLE: @kkwbeauty Correct, Conceal, Bake &amp; Brighten — The complete line-up for a flawless under-eye, including the new under-eye corrector. You guys are going to love this additional first step. Corrector is my secret weapon for covering my dark under-eye circles. https://t.co/WyNpZzL98X"
1727,KimKardashian,2020-10-30 00:41:37+00:00,1.3219755119423693e+18,0.0,I remember when Kanye and Khloé was tested positive for covid. So scary to hear #KUWTK
1758,KimKardashian,2020-10-27 16:00:19+00:00,1.3211195445854085e+18,0.0,COMING SOON: New @SKIMS Solutionwear™ styles! Our game changing shapewear collection is getting a major update: introducing new pieces and new features on our most popular styles - all inspired by feedback and requests from customers like you. https://t.co/SKgsdS06pP
1809,KimKardashian,2020-10-16 17:02:59+00:00,1.317149050483974e+18,1.0,"The new @SKIMS Velour collection launching on Wednesday, October 21 at 9AM PT / 12PM ET. Join the waitlist now to receive early access to shop before Velour sells out. https://t.co/Qsy51Sl2Sd https://t.co/v5mzWyfjPU"
1820,KimKardashian,2020-10-16 00:57:07+00:00,1.316905981222228e+18,1.0,@CALlFORNlCATl0N Hi! I’m not ignoring you guys. Twitter is still down 🤍
1838,KimKardashian,2020-10-16 00:05:42+00:00,1.316893039865008e+18,1.0,The fight with Kendall and Kylie really took me back. They would fight like this as kids all the time!!! #KUWTK
1888,KimKardashian,2020-10-09 00:22:43+00:00,1.3143606092370944e+18,1.0,@j07149800 Thank you for being a day 1 supporter 🤍
1897,KimKardashian,2020-10-09 00:11:45+00:00,1.3143578504125932e+18,0.0,Love when all of the family make it to Palm Springs!!! #KUWTK
2021,selenagomez,2021-03-25 15:11:55+00:00,1.3751031586791137e+18,0.0,@hannahmontana Love you 💕🌈
2075,selenagomez,2021-01-29 04:46:12+00:00,1.355014356929536e+18,0.0,@rauwalejandro 💃🏻
2145,selenagomez,2020-11-08 03:26:27+00:00,1.325278482503512e+18,1.0,"Seeing @kamalaharris make history was long overdue but what a beautiful moment. So grateful for her and for @staceyabrams and @michelleobama. They inspire me with their perseverance, selflessness &amp; grace."
2146,selenagomez,2020-11-08 03:21:53+00:00,1.3252773329077125e+18,1.0,I was moved to tears tonight by @joebiden &amp; @kamalaharris. Feeling so hopeful. Tonight was about kindness and compassion. We can have differences but still be kind. 🇺🇸♥️
2159,selenagomez,2020-10-08 17:00:03+00:00,1.3142492064464527e+18,1.0,"To celebrate Revival’s 5th anniversary, join me for a listening party tomorrow (Friday) at 10 am PT/ 1 pm ET/ 5 pm GMT! Can’t wait to celebrate with you. ❤ https://t.co/wwa4q9hzYW https://t.co/yxaMOerlpN"
2239,selenagomez,2020-06-13 16:21:33+00:00,1.2718401378448955e+18,1.0,Learned so much from @kendrick38’s takeover yesterday and can’t wait to learn from @RaquelWillis_ today! Follow along: https://t.co/5ji0w4kVa2 https://t.co/1R981SgzNW
2252,selenagomez,2020-05-10 21:30:04+00:00,1.2595965918763377e+18,1.0,It’s so important to me personally since I have struggled with Lupus for years. Thinking of all the others also affected by this disease. ♥️
2283,selenagomez,2020-04-02 00:56:11+00:00,1.2455153363774833e+18,1.0,"The Census affects us all. Taking a few minutes from the comfort of your home to fill it out can help your community for a decade. Be seen, be heard, and be counted with me and @WhenWeAllVote: https://t.co/qsxeJ6f7MT #CensusDay #EverybodyCounts https://t.co/jrscZUjUUT"
2305,selenagomez,2020-02-27 18:14:30+00:00,1.2330930609903985e+18,0.0,Happy birthday!! 😘💖🦋 https://t.co/e17BKukI7X
2336,selenagomez,2020-01-15 04:59:52+00:00,1.2173104100863386e+18,0.0,@sofycarol24 yes you ARE! 💕
2354,selenagomez,2020-01-11 00:06:59+00:00,1.2157871520735803e+18,0.0,Listen to #RareOutNow on @Spotify! https://t.co/UG8n8CRXyX 💥 https://t.co/helAps9dVP
2369,selenagomez,2020-01-10 19:23:17+00:00,1.2157157527679795e+18,1.0,It’s between Let Me Get Me or Dance Again! https://t.co/Mh3czQVlze
2408,selenagomez,2020-01-10 18:01:23+00:00,1.2156951449234964e+18,0.0,The #RareListeningParty starts now! Send me your questions and hit play of ‘Rare’ in 3…2..1! The first song is Rare.
2414,selenagomez,2020-01-10 00:25:12+00:00,1.2154293487248955e+18,1.0,💜 @juliamichaels @justtranter https://t.co/U5QHNv9Kqe
2427,selenagomez,2020-01-04 03:02:14+00:00,1.2132945400287273e+18,1.0,Feels so good to dance again #7DaysToRare https://t.co/ZtkCasbpnd https://t.co/1iJ2gW8tF8
2538,selenagomez,2017-12-01 05:05:43+00:00,9.364612859730452e+17,0.0,Thank you @billboard https://t.co/3zkRR6C5BO
2544,selenagomez,2017-10-28 08:52:26+00:00,9.241971527876977e+17,0.0,Love to @BBCR1 for making #Wolves their Tune of the Weekend 🐺 listen in to hear it https://t.co/TwcYr05pJ3
2567,selenagomez,2017-08-14 19:26:32+00:00,8.971776367277916e+17,1.0,Who's listening to 'Love You Like A Love Song' with me? #StreamWithSelena https://t.co/jwzIlxAjIZ
2624,selenagomez,2017-07-13 04:39:23+00:00,8.853579686397706e+17,0.0,"FETISH, ft. @Gucci1017 out now. Watch the first visual on @Spotify: https://t.co/MnmD0obn33 https://t.co/BtR9KCHE7N"
2648,selenagomez,2017-03-29 15:03:04+00:00,8.471018114168054e+17,0.0,"2 days til @13ReasonsWhy… Here's a 1st listen to my cover of ""Only You” from the soundtrack, inspired by Hannah and Clay's story. Out 3/30! https://t.co/aSrAFhpFoY"
2649,selenagomez,2017-03-16 15:52:28+00:00,8.424031978848911e+17,0.0,Thrilled to share my first American @voguemagazine cover with you! Read the story and see the full spread: https://t.co/BoChyUoPmL. https://t.co/us3TQ3SzQt
2717,selenagomez,2016-02-23 04:56:04+00:00,7.019939052695101e+17,1.0,@Zedd So much fun!!! I can’t believe it’s been a year. 🎉🎈🎶
2748,selenagomez,2015-12-18 16:35:11+00:00,6.778898583549829e+17,1.0,"Coming soon #HandsToMyself
https://t.co/ypMUEEG5Vx"
2752,selenagomez,2015-12-10 21:11:47+00:00,6.750603622790676e+17,1.0,What truly matters #KillEmWithKindnessSelena -you guys are my entire world.
2786,selenagomez,2015-10-09 16:57:02+00:00,6.525282075523809e+17,0.0,First was Good for You and Sober. Last was Hands to Myself and Survivors  https://t.co/6qvsiTilcK
2789,selenagomez,2015-10-09 16:47:35+00:00,6.525258295246029e+17,1.0,I don't think I ever thought I'd be here but I am beyond grateful  https://t.co/z7B0nDsfQd
2805,selenagomez,2015-10-09 16:29:53+00:00,6.525213736134615e+17,1.0,"""We don't have to fall from grace. Put down the weapons you fight with. And kill em with kindness."" https://t.co/AFFujJDBIn"
2821,selenagomez,2015-10-09 16:12:05+00:00,6.52516895837528e+17,0.0,3. #HandsToMyMyself #REVIVALListeningParty http://t.co/QybwyyWZIf
2834,selenagomez,2015-10-02 18:01:00+00:00,6.500075906135532e+17,0.0,The rumors are true... #REVIVALTour is coming! Info on early tix at http://t.co/LAlWYIlVZh. Stay tuned for more! http://t.co/I4Gqj4CVcD
2848,selenagomez,2015-09-21 18:21:34+00:00,6.460265004964864e+17,0.0,"Before it begins, he is a good one. He is MY FRIEND only lol http://t.co/jtCCYIrWG8"
2872,selenagomez,2015-09-04 19:25:22+00:00,6.398819591670047e+17,0.0,http://t.co/6YfPZqSei7
2874,selenagomez,2015-08-31 03:56:54+00:00,6.381987521345659e+17,1.0,"I mean, if you really want to know what happens backstage.. http://t.co/2lrsOn6T7o"
2966,selenagomez,2015-06-15 14:21:19+00:00,6.104520275591823e+17,0.0,I am so happy to announce my new partnership with Pantene! #SelenaxPantene #strongisbeautiful @Pantene http://t.co/1RDoNw1YSw
3009,jtimberlake,2021-01-27 21:51:00+00:00,1.3545474830833295e+18,0.0,See you Friday @jimmyfallon 👋🏻 @FallonTonight https://t.co/NDhW8CDAsq
3024,jtimberlake,2020-12-04 19:50:29+00:00,1.334948207235883e+18,1.0,Last night @AntClemons &amp; I performed our new song Better Days for @staceyabrams’ Rock The Runoff concert in support of @fairfightaction. All proceeds from the event went towards Fair Fight’s work to ensure every Georgian can be a part of the 1/5 election. https://t.co/uan2xoNPBy https://t.co/ke2nfPzTjI
3029,jtimberlake,2020-11-03 21:11:13+00:00,1.323734499239301e+18,0.0,#VOTE https://t.co/0qqev5wawR
3040,jtimberlake,2020-06-08 18:42:01+00:00,1.2700635485012378e+18,1.0,"ARREST THE COPS THAT KILLED #BREONNATAYLOR. 

And outlaw “no knock” warrants in every state right after that."
3132,jtimberlake,2019-04-14 17:18:31+00:00,1.1174772449374412e+18,1.0,"Wow. 115 shows, wrapped. THANK YOU to every single person on and off stage who kept us running for the past year and a half... and huge thank you to all of you who came out to see us. You guys are the best fans in the world. Can’t believe it’s over 🤙#MOTWTOUR https://t.co/yKSXRK0vam"
3135,jtimberlake,2019-04-09 19:10:20+00:00,1.1156934457068626e+18,1.0,🔥 @LEVIS https://t.co/4lofKXuAm8
3189,jtimberlake,2018-10-04 21:51:08+00:00,1.0479673801005876e+18,0.0,🙌 https://t.co/UN8AV96g9O
3204,jtimberlake,2018-07-12 19:38:19+00:00,1.0174933749437564e+18,1.0,#TBT https://t.co/e5CztsuXnh https://t.co/J05vfsm8fF
3227,jtimberlake,2018-06-03 17:56:59+00:00,1.003334746305368e+18,0.0,Last chance! https://t.co/KWHICooMfC
3258,jtimberlake,2018-04-18 23:18:46+00:00,9.867458830678468e+17,0.0,What they said👇 https://t.co/kUnerWPCsy
3266,jtimberlake,2018-04-05 17:29:55+00:00,9.819470505427232e+17,0.0,"Happy birthday, brother. @Pharrell https://t.co/Yd1LT4Vy4Y https://t.co/wuM8s5VDZy"
3271,jtimberlake,2018-04-03 02:58:08+00:00,9.810028829621166e+17,1.0,"Detroit, we’re here...

https://t.co/ZVm65fgAx8 https://t.co/CIyMZXTJ8l"
3284,jtimberlake,2018-03-19 16:49:34+00:00,9.757763016708056e+17,1.0,I’m so inspired by the #MarchForOurLives students out there owning their voices. We need to demand action. Get out there and join the march this Saturday — more info here: https://t.co/PviopFKjAo https://t.co/7sQxjLUyQX
3286,jtimberlake,2018-03-16 17:21:52+00:00,9.74697269919273e+17,1.0,"That’s a wrap Toronto. We’d stay longer but DC’s callin’...#MOTWTOUR 

https://t.co/gtEQ0zr7yh https://t.co/2EPDDFD3DE"
3463,jtimberlake,2017-10-10 21:38:40+00:00,9.178669999166504e+17,0.0,You know. Just man jamming.... https://t.co/1HklToQXYs
3478,jtimberlake,2017-09-07 17:18:19+00:00,9.058426826557358e+17,1.0,Excited to be part of this tomorrow. #RethinkHighSchool @XQAmerica https://t.co/DazgoXK8cN
3501,jtimberlake,2017-05-27 20:05:31+00:00,8.685588087919575e+17,1.0,"Bro-biking.

@jimmyfallon 

#HappyMemorialDay https://t.co/oxdBwtJPNo"
3536,jtimberlake,2017-02-27 08:00:38+00:00,8.361238643252019e+17,0.0,It's a wrap! #Oscars #AfterParty https://t.co/J2t2tuyaf8
3539,jtimberlake,2017-02-26 17:46:09+00:00,8.359088269392855e+17,0.0,We ready. You ready? #Oscars https://t.co/C3XkxMoOgd
3581,jtimberlake,2016-11-11 02:45:38+00:00,7.969067044411433e+17,1.0,"#RIPLeonardCohen

A spirit and soul beyond compare."
3593,jtimberlake,2016-10-31 20:57:54+00:00,7.931953155117752e+17,1.0,"Well played, Wifey. Well played...
#getoutandvote #rockthevote #votelikeyoumeanit… https://t.co/CPVz89IKAM"
3603,jtimberlake,2016-10-24 01:54:56+00:00,7.903709624704246e+17,1.0,"Kid-friendly, adult-approved. #DreamworksTrolls. #Premiere. @AnnaKendrick47 https://t.co/mcHMxECcjS"
3642,jtimberlake,2016-09-16 17:40:54+00:00,7.768382841776169e+17,1.0,It's #Friday. Pre-order #DreamWorksTrolls' soundtrack &amp; feel like this. #TGIF @AppleMusic https://t.co/iscEWMqBzd https://t.co/lrPoP7v4ok
3659,jtimberlake,2016-08-01 03:50:28+00:00,7.599594584705147e+17,0.0,"Thank YOU for being there, brother. Always an honor. #VinoClub  https://t.co/KYuMUlNRTo"
3676,jtimberlake,2016-07-14 01:32:52+00:00,7.534018450920817e+17,0.0,"This is a true story of heroism. 

#ZaevionDobson 

Please watch. https://t.co/t3RnWL0btd"
3707,jtimberlake,2016-06-12 18:25:50+00:00,7.420603565043016e+17,1.0,"What gives? My heart is breaking right now for the victims and families of this heartless act. I just don't get it.

#PrayForOrlando"
3730,jtimberlake,2016-05-26 15:24:30+00:00,7.358541285057044e+17,0.0,"Thank you, bro!!! ⚾️😎‼️

#CantStopTheFeeling  https://t.co/j9hC352Km7"
3758,jtimberlake,2016-05-14 21:33:21+00:00,7.31598300567212e+17,1.0,#Eurovision #CantStopTheFeeling https://t.co/aqYatcbLpZ
3759,jtimberlake,2016-05-14 19:42:31+00:00,7.315704060296765e+17,1.0,Best of luck to every contestant! #Eurovision
3781,jtimberlake,2016-05-09 20:47:54+00:00,7.297749214764073e+17,1.0,Oh man... you KILLED it... @kunalnayyar!! #Monday #CantStopTheFeeling #Office dance... https://t.co/IZqa6gxo3N
3870,jtimberlake,2016-03-04 04:21:59+00:00,7.056092067919503e+17,1.0,"Happy BAE-DAY, baby!! I can't put into words what you mean to me... You are the GREATEST Mommy… https://t.co/V04yHhQd79"
3882,jtimberlake,2016-02-14 23:53:59+00:00,6.990187812222525e+17,1.0,"Good playing this week, amigo! Let's do that again! https://t.co/4n0WMsSqfB"
3893,jtimberlake,2016-02-01 00:35:30+00:00,6.939558002391818e+17,0.0,🙏‼️ https://t.co/fzpANXnyIW
3951,jtimberlake,2015-10-14 22:28:58+00:00,6.544236814945567e+17,0.0,"🏆‼️ Happy 21st, bruh! https://t.co/6r18w180xN"
3965,jtimberlake,2015-09-09 23:53:38+00:00,6.417614102429737e+17,0.0,You are gonna want to watch tonight. 🏆 https://t.co/ahgZMDd2t4
4007,JLo,2021-04-30 00:31:47+00:00,1.3879276295719158e+18,0.0,@DivoAndTheCity Get it baby!!!!
4036,JLo,2021-03-22 02:14:22+00:00,1.3738203159193436e+18,0.0,🤍 https://t.co/Iv7VmoI4uk
4063,JLo,2021-02-24 01:08:02+00:00,1.3643815391113708e+18,1.0,#ShotgunWedding Day 1! @egt239 #NuyoricanProductions https://t.co/1E7kadmSvf
4145,JLo,2021-01-14 17:02:05+00:00,1.349763731635413e+18,0.0,See you soon @Sephora!!! ✨✨✨ https://t.co/9l8HIwC2hk
4211,JLo,2020-12-12 17:08:10+00:00,1.3378064610788923e+18,0.0,"✨ Surprise ✨ Happy 75th birthday to my beautiful mommy! I love you so much 💕 We all do. You are the definition of being youthful and timeless at every age ... thank you for your endless love, energy, support and for just being you! I love you forever ♥️ #TheLupinator https://t.co/Y4fBiTJuLq"
4212,JLo,2020-12-12 15:26:59+00:00,1.3377809976522998e+18,1.0,Let’s get it!!! ✨✨ #HersPartner https://t.co/2WJ0LOE55j
4228,JLo,2020-12-04 17:34:10+00:00,1.3349139016836383e+18,0.0,THIS IS @JLOBEAUTY. 🤍 I’ve poured everything I know and ever learned about skincare into creating products that deliver the best results. I am so excited to finally share them with all of you! https://t.co/8VnmIoX1mh
